english	translation	category	sub_category	source
Wooden torches (chapel)	Tochas de madeira	interface	generalUI	skillGuide
Chapel windchimes	Sinos de vento	interface	generalUI	skillGuide
Small chapel statue	Estatueta de capela pequena	interface	generalUI	skillGuide
Shuttered chapel window	Janela com venezianas	interface	generalUI	skillGuide
Teak altar	Altar de teca	interface	generalUI	skillGuide
Steel candlesticks	Castiçais de aço	interface	generalUI	skillGuide
Cloth-covered teak altar	Altar de teca coberto em tecido	interface	generalUI	skillGuide
Gold candlesticks	Castiçais dourados	interface	generalUI	skillGuide
Chapel bells	Sinos de capela	interface	generalUI	skillGuide
Icon of Saradomin	Ícone de Saradomin	interface	generalUI	skillGuide
Icon of Guthix	Ícone de Guthix	interface	generalUI	skillGuide
Icon of Zamorak	Ícone de Zamorak	interface	generalUI	skillGuide
Cloth-covered mahogany altar	Altar de mogno	interface	generalUI	skillGuide
Oak incense burners	Incensário	interface	generalUI	skillGuide
Limestone altar	Altar de calcário	interface	generalUI	skillGuide
Mahogany incense burners	Incensário de mogno	interface	generalUI	skillGuide
Medium chapel statue	Estátuas médias	interface	generalUI	skillGuide
Chapel organ	Órgão	interface	generalUI	skillGuide
Decorative chapel window	Janela decorativa	interface	generalUI	skillGuide
Marble incense burner	Incensário de mármore	interface	generalUI	skillGuide
Marble altar	Altar de mármore	interface	generalUI	skillGuide
Icon of Bob the Cat	Ícone de Bob	interface	generalUI	skillGuide
Gilded marble altar	Altar dourado	interface	generalUI	skillGuide
Large chapel statue	Estátuas grandes	interface	generalUI	skillGuide
Stained-glass chapel window	Vitral	interface	generalUI	skillGuide
Small storage unit	Baú de armazenagem pequeno	interface	generalUI	skillGuide
Medium storage unit	Baú de armazenagem médio	interface	generalUI	skillGuide
Large storage unit	Baú de armazenagem grande	interface	generalUI	skillGuide
Massive storage unit	Baú de armazenagem massiva	interface	generalUI	skillGuide
Mahogany Homes (beginner)	Mahogany Homes (inciante)	interface	generalUI	skillGuide
Cat blanket	Cobertor de gato	interface	generalUI	skillGuide
STASH units (beginner)	Esconderijos (iniciante)	interface	generalUI	skillGuide
Cat basket	Cesto de gato	interface	generalUI	skillGuide
Mahogany Homes (novice)	Mahogany Homes (noviço)	interface	generalUI	skillGuide
Rope bell pull	Sino de corda	interface	generalUI	skillGuide
Oak staircase	Escada de carvalho	interface	generalUI	skillGuide
STASH units (easy)	Esconderijos (fácil)	interface	generalUI	skillGuide
Repair Piscarilius fishing cranes (with <Num0> Crafting)	Consertar guindastes de pesca de Piscarilius (com <Num0> Artesanato)	interface	generalUI	skillGuide
Cushioned cat basket	Cesto acolchoado	interface	generalUI	skillGuide
Fire of Eternal Light (with <Num0> Firemaking)	Fogo da luz eterna (com <Num0> Arte do Fogo)	interface	generalUI	skillGuide
Fire of Nourishment (with <Num0> Firemaking)	Fogo da nutrição (com <Num0> Arte do Fogo)	interface	generalUI	skillGuide
Teak bell pull	Sino	interface	generalUI	skillGuide
Oak pet feeder	Comedouro de carvalho	interface	generalUI	skillGuide
Pet list (for one-off pets)	Lista de animais de estimação	interface	generalUI	skillGuide
Oak pet scratching post	Poste para arranhar de carvalho	interface	generalUI	skillGuide
Crystal ball	Bola de cristal	interface	generalUI	skillGuide
STASH units (medium)	Esconderijos (médio)	interface	generalUI	skillGuide
Teak staircase	Escada de teca	interface	generalUI	skillGuide
Teak pet feeder	Comedouro de teca	interface	generalUI	skillGuide
Teak pet scratching post	Poste para arranhar de teca	interface	generalUI	skillGuide
Teak portal frame	Portal de teca	interface	generalUI	skillGuide
Teleport focus	Foco de teleporte	interface	generalUI	skillGuide
Fire of Dehumidification (with <Num0> Firemaking)	Fogo da desumidificação (com <Num0> Arte do Fogo)	interface	generalUI	skillGuide
Mahogany Homes (adept)	Mahogany Homes (adepto)	interface	generalUI	skillGuide
Elemental sphere	Esfera elemental	interface	generalUI	skillGuide
STASH units (hard)	Esconderijos (difícil)	interface	generalUI	skillGuide
Hallowed Sepulchre - Repair bridge	Sepulcro Sagrado - Consertar ponte	interface	generalUI	skillGuide
Mahogany pet feeder	Comedouro de mogno	interface	generalUI	skillGuide
Mahogany pet scratching post	Poste para arranhar de mogno	interface	generalUI	skillGuide
Gilded teak bell pull	Sino luxuoso	interface	generalUI	skillGuide
Fire of Unseasonal Warmth (with <Num0> Firemaking)	Fogo do calor anômalo (com <Num0> Arte do Fogo)	interface	generalUI	skillGuide
Greater teleport focus	Foco maior de teleporte	interface	generalUI	skillGuide
Mahogany portal frame	Portal de mogno	interface	generalUI	skillGuide
Crystal of power	Cristal do poder	interface	generalUI	skillGuide
Limestone spiral staircase	Escada em caracol	interface	generalUI	skillGuide
Oak oubliette ladder	Escada de carvalho	interface	generalUI	skillGuide
Oak lever	Alavanca de carvalho	interface	generalUI	skillGuide
Mahogany Homes (expert)	Mahogany Homes (experiente)	interface	generalUI	skillGuide
Marble portal nexus	Nexo portal de mármore	interface	generalUI	skillGuide
STASH units (elite)	Esconderijos (elite)	interface	generalUI	skillGuide
Teak oubliette ladder	Escada de teca	interface	generalUI	skillGuide
Teak lever	Alavanca de teca	interface	generalUI	skillGuide
Marble portal frame	Portal de mármore	interface	generalUI	skillGuide
Scrying pool	Piscina divina	interface	generalUI	skillGuide
Marble staircase	Escada de mármore	interface	generalUI	skillGuide
Gilded portal nexus	Nexo portal dourado	interface	generalUI	skillGuide
Mahogany oubliette ladder	Escada de mogno	interface	generalUI	skillGuide
Mahogany lever	Alavanca de mogno	interface	generalUI	skillGuide
STASH units (master)	Esconderijos (mestre)	interface	generalUI	skillGuide
Crystalline portal nexus	Nexo portal cristalino	interface	generalUI	skillGuide
Marble spiral	Espiral de mármore	interface	generalUI	skillGuide
Servants - Members Only	Mordomos - Para Membros	interface	generalUI	skillGuide
Servants can be hired at the Ardougne Domestic Service Agency.	Mordomos podem ser contratados na Agência de Serviços Domésticos de Ardougne.	interface	generalUI	skillGuide
Rick	Rick	interface	generalUI	skillGuide
Maid	Empregada	interface	generalUI	skillGuide
Cook	Cozinheiro	interface	generalUI	skillGuide
Butler	Mordomo	interface	generalUI	skillGuide
Demon butler	Mordomo demônio	interface	generalUI	skillGuide
House Size - Members Only	Tamanho da Casa - Somente Membros	interface	generalUI	skillGuide
Maximum rooms: <Num0>	Salas máximas: <Num0>	interface	generalUI	skillGuide
Maximum dimensions: <Num0>x<Num1>	Dimensões máximas: <Num0>x<Num1>	interface	generalUI	skillGuide
Hunter	Caça	interface	generalUI	skillGuide
Tracking - Members Only	Rastreamento - Somente Membros	interface	generalUI	skillGuide
Polar kebbits (snow)	Kebbits polares (bioma: neve)	interface	generalUI	skillGuide
Common kebbits (woodland)	Kebbits comuns (bioma: bosque)	interface	generalUI	skillGuide
Feldip weasels (jungle)	Doninhas de Feldip (bioma: selva)	interface	generalUI	skillGuide
Desert devils (desert)	Diabos do Deserto (bioma: deserto)	interface	generalUI	skillGuide
Razor-backed kebbits (woodland)	Kebbit costa-de-lâminas (bosque)	interface	generalUI	skillGuide
Herbiboar (with <Num0> Herblore)	Herbiboar (com <Num0> Herbologia)	interface	generalUI	skillGuide
Tracking	Rastreamento	interface	generalUI	skillGuide
Birds	Pássaros	interface	generalUI	skillGuide
Butterfly Net	Borboletas	interface	generalUI	skillGuide
Implings	Pestinhas	interface	generalUI	skillGuide
Deadfall	Mortal	interface	generalUI	skillGuide
Box Trap	Caixa	interface	generalUI	skillGuide
Net Trap	Rede	interface	generalUI	skillGuide
Pitfalls	Fosso	interface	generalUI	skillGuide
Traps	Armadilhas	interface	generalUI	skillGuide
Clothing	Camuflagem	interface	generalUI	skillGuide
Birdhouses	Casinhas	interface	generalUI	skillGuide
Birds - Members Only	Pássaros - Somente Membros	interface	generalUI	skillGuide
Crimson swifts (jungle)	Feldipino carmesim (selva)	interface	generalUI	skillGuide
Golden warblers (desert)	Ave canora dourada (deserto)	interface	generalUI	skillGuide
Copper longtails (woodland)	Anu cobre (bosque)	interface	generalUI	skillGuide
Cerulean twitches (snow)	Ceruleano celeste (neve)	interface	generalUI	skillGuide
Tropical wagtails (jungle)	Alvéola tropical (selva)	interface	generalUI	skillGuide
Butterfly Net - Members Only	Rede de borboleta - Somente Membros	interface	generalUI	skillGuide
Ruby harvest butterflies (woodland)	Borboleta safra rubi (bosque)	interface	generalUI	skillGuide
Barehanded: Ruby harvest butterflies (woodland)	Com as mãos: Borboleta safra rubi (bosque)	interface	generalUI	skillGuide
Sapphire glacialis butterflies (snow)	Safira glacialis (neve)	interface	generalUI	skillGuide
Barehanded: Sapphire glacialis butterflies (snow)	Com as mãos: Safira glacialis (neve)	interface	generalUI	skillGuide
Snowy knight butterflies (snow)	Cavaleiro da neve (neve)	interface	generalUI	skillGuide
Barehanded: Snowy knight butterflies (snow)	Com as mãos: Cavaleiro da neve (neve)	interface	generalUI	skillGuide
Black warlock butterflies (jungle)	Mago sombrio (selva)	interface	generalUI	skillGuide
Barehanded: Black warlock butterflies (jungle)	Com as mãos: Mago sombrio (selva)	interface	generalUI	skillGuide
Sunlight moths (savannah)	Mariposa Solar (savana)	interface	generalUI	skillGuide
Barehanded: Sunlight moths (savannah)	Com as mãos: Mariposa Solar (savana)	interface	generalUI	skillGuide
Moonlight moths (caverns)	Mariposa do Luar (cavernas)	interface	generalUI	skillGuide
Barehanded: Moonlight moths (caverns)	Com as mãos: Mariposa do Luar (cavernas)	interface	generalUI	skillGuide
Implings - Members Only	Pestinhas - Para Membros	interface	generalUI	skillGuide
Baby implings	Pestinha bebê	interface	generalUI	skillGuide
Young implings	Pestinha jovem	interface	generalUI	skillGuide
Barehanded: Baby implings	Com as mãos: Pestinha bebê	interface	generalUI	skillGuide
Gourmet implings	Pestinha gourmet	interface	generalUI	skillGuide
Barehanded: Young implings	Com as mãos: Pestinha jovem	interface	generalUI	skillGuide
Earth implings	Pestinha da terra	interface	generalUI	skillGuide
Barehanded: Gourmet implings	Com as mãos: Pestinha gourmet	interface	generalUI	skillGuide
Essence implings	Pestinha da essência	interface	generalUI	skillGuide
Barehanded: Earth implings	Com as mãos: Pestinha da terra	interface	generalUI	skillGuide
Eclectic implings	Pestinha eclético	interface	generalUI	skillGuide
Barehanded: Essence implings	Com as mãos: Pestinha da essência	interface	generalUI	skillGuide
Nature implings	Pestinha da natureza	interface	generalUI	skillGuide
Barehanded: Eclectic implings	Com as mãos: Pestinha eclético	interface	generalUI	skillGuide
Magpie implings	Pestinha rabilongo	interface	generalUI	skillGuide
Barehanded: Nature implings	Com as mãos: Pestinha da natureza	interface	generalUI	skillGuide
Ninja implings	Pestinha ninja	interface	generalUI	skillGuide
Barehanded: Magpie implings	Com as mãos: Pestinha rabilongo	interface	generalUI	skillGuide
Crystal implings	Pestinha de cristal	interface	generalUI	skillGuide
Dragon implings	Pestinha dragão	interface	generalUI	skillGuide
Barehanded: Ninja implings	Com as mãos: Pestinha ninja	interface	generalUI	skillGuide
Lucky implings	Pestinha da sorte	interface	generalUI	skillGuide
Barehanded: Crystal implings	Com as mãos: Pestinha de cristal	interface	generalUI	skillGuide
Barehanded: Dragon implings	Com as mãos: Pestinha dragão	interface	generalUI	skillGuide
Barehanded: Lucky implings	Com as mãos: Pestinha da sorte	interface	generalUI	skillGuide
Deadfall - Members Only	Armadilha mortal - Para Membros	interface	generalUI	skillGuide
Wild kebbits (woodland) Preferred bait: Raw meat	Kebbit selvagem (bosque) Isca favorita: Carne crua	interface	generalUI	skillGuide
Barb-tailed kebbits (jungle) Preferred bait: Raw rainbow fish	Kebbit cauda farpada (selva) Isca favorita: Peixe arco-íris cru	interface	generalUI	skillGuide
Prickly kebbits (northern woodland) Preferred bait: Barley	Kebbit espinhento (bosque norte) Isca favorita: Cevada	interface	generalUI	skillGuide
Sabre-toothed kebbits (snow) Preferred bait: Raw meat	Kebbit dente de sabre (neve) Isca favorita: Carne crua	interface	generalUI	skillGuide
Pyre foxes (savannah) Preferred bait: Embertailed jerboa tail	Piroraposa (savana) Isca favorita: Cauda de jerboa	interface	generalUI	skillGuide
Maniacal monkeys (Ape Atoll) Preferred bait: Banana	Macaco maníaco (Ape Atoll) Isca favorita: Banana	interface	generalUI	skillGuide
Box Trap - Members Only	Armadilha de caixa - Para Membros	interface	generalUI	skillGuide
Ferrets (woodland)	Furão (bosque)	interface	generalUI	skillGuide
Embertailed jerboa (savannah)	Jerboa-da-cauda-flamejante (savana)	interface	generalUI	skillGuide
Chinchompas (woodland) Preferred bait: Spicy chopped tomatoes	Chinchompa (bosque) Isca favorita: Tomate apimentado	interface	generalUI	skillGuide
Red chinchompas (jungle) Preferred bait: Spicy minced meat	Chinchompa vermelha (selva) Isca favorita: Picado de carne picante	interface	generalUI	skillGuide
Black chinchompas (woodland) Preferred bait: Spicy minced meat	Chinchompa negra (bosque) Isca favorita: Picado de carne picante	interface	generalUI	skillGuide
Net Trap - Members Only	Armadilha de rede - Para Membros	interface	generalUI	skillGuide
Swamp lizards (swamp) Preferred bait: Guam tar	Lagarto do pântano (pântano) Isca favorita: Piche de guam	interface	generalUI	skillGuide
Orange salamanders (desert) Preferred bait: Marrentill tar	Salamandra alaranjada (deserto) Isca favorita: Piche de marrentil	interface	generalUI	skillGuide
Red salamanders (lava) Preferred bait: Tarromin tar	Salamandra vermelha (lava) Isca favorita: Piche de tarromin	interface	generalUI	skillGuide
Black salamanders (lava) Preferred bait: Harralander tar	Salamandra negra (lava) Isca favorita: Piche de harralander	interface	generalUI	skillGuide
Tecu salamanders (mountain) Preferred bait: Irit tar	Salamandra tecu (montanha) Isca favorita: Piche de irita	interface	generalUI	skillGuide
Pitfalls - Members Only	Armadilha de fosso - Para Membros	interface	generalUI	skillGuide
Spined larupias (jungle)	Larúpia espinhosa (selva)	interface	generalUI	skillGuide
Horned graahks (Karamja)	Graahk com chifres (Karamja)	interface	generalUI	skillGuide
Sabre-toothed kyatts (snow)	Kyatt com dentes de sabre (neve)	interface	generalUI	skillGuide
Sunlight antelope (savannah)	Antílope solar (savana)	interface	generalUI	skillGuide
Moonlight antelope (caverns)	Antílope do luar (cavernas)	interface	generalUI	skillGuide
Bluegill (With <Num0> fishing)	Peixe-sol (com <Num0> Pesca)	interface	generalUI	skillGuide
Spotted kebbits (woodland)	Kebbit pintada (bosque)	interface	generalUI	skillGuide
Common tench (With <Num0> fishing)	Tenca comum (com <Num0> Pesca)	interface	generalUI	skillGuide
Dark kebbits (woodland)	Kebbit escuro (bosque)	interface	generalUI	skillGuide
Mottled eel (With <Num0> fishing)	Enguia malhada (com <Num0> Pesca)	interface	generalUI	skillGuide
Dashing kebbits (woodland)	Kebbit furtivo (bosque)	interface	generalUI	skillGuide
